path	size_lines	mtime
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/pully-fully-pull-based-fleet-reconciler.pi-files.diff	0	0	2026-06-11 12:20:01.491876450 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/pully-fully-pull-based-fleet-reconciler.pi-untracked.diff	0	0	2026-06-11 12:20:01.492876467 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/rust-ai-web-auto.pi-files.diff	0	0	2026-06-11 12:20:01.533877168 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/rust-ai-web-auto.pi-untracked.diff	0	0	2026-06-11 12:20:01.533877168 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/video-factory.pi-files.diff	0	0	2026-06-11 12:20:01.590878143 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/video-factory.pi-untracked.diff	0	0	2026-06-11 12:20:01.591878160 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/video-uploader.pi-files.diff	0	0	2026-06-11 12:20:01.583878023 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/video-uploader.pi-untracked.diff	0	0	2026-06-11 12:20:01.584878040 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/youtube-video-uploader.pi-files.diff	0	0	2026-06-11 12:20:01.604878383 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/pi-proof/youtube-video-uploader.pi-untracked.diff	0	0	2026-06-11 12:20:01.604878383 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/REPORT.md	5796	116	2026-06-11 12:29:53.947943508 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/validation-logs/ai-auto-repo-rot-scanner-todo-agent.cleanup-validation.log	33569	618	2026-06-11 12:27:04.932081908 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/validation-logs/one-mil-girls.cleanup-validation.log	5478	66	2026-06-11 12:27:07.988133704 +0100
docs/audit/2026-06-11-full-repo-audit/cleanup-except-pi/validation-logs/workspace-validation.log	56816	1032	2026-06-11 12:25:57.248383628 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/after-fix.txt	420	6	2026-06-11 13:37:32.886065297 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/final-git-evidence.txt	678	15	2026-06-11 13:38:53.052695161 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/git-evidence.txt	9371	136	2026-06-11 13:36:23.827618278 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-after-final.json	12554	472	2026-06-11 13:38:23.170093412 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-after-final.tsv	199	2	2026-06-11 13:38:23.186799397 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-after.json	12557	473	2026-06-11 13:37:32.857064698 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-after.tsv	205	2	2026-06-11 13:37:32.878099891 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-before.json	12522	472	2026-06-11 13:36:06.208241997 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-before.tsv	199	2	2026-06-11 13:36:06.230097129 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-final-audit.json	12590	472	2026-06-11 13:39:53.406891360 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/inventory-final-audit.tsv	199	2	2026-06-11 13:39:53.428269710 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/REPORT.md	7470	226	2026-06-11 13:39:15.610145140 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/sync-evidence.txt	9762	34	2026-06-11 13:36:36.773892855 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/validation-fixed.log	13305	287	2026-06-11 13:37:21.567831030 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-stuck-investigation/validation.log	14447	306	2026-06-11 13:36:49.582162961 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/current-state.txt	12905	354	2026-06-11 14:07:21.533187792 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/git-push.log	51	2	2026-06-11 14:12:11.980257017 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-after.json	11777	448	2026-06-11 14:12:37.135690483 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-after.tsv	140	2	2026-06-11 14:12:37.150927322 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-before.json	11854	449	2026-06-11 14:06:48.234597122 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-before.tsv	199	2	2026-06-11 14:06:48.258426880 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-final-audit.json	11942	449	2026-06-11 14:14:06.706228418 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/inventory-final-audit.tsv	140	2	2026-06-11 14:14:06.722619540 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/post-verification.txt	2116	25	2026-06-11 14:12:37.631699023 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/rationale-evidence.txt	32355	211	2026-06-11 14:06:49.054611696 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/REPORT.md	4709	177	2026-06-11 14:13:57.835076457 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/sync-now.log	220	3	2026-06-11 14:11:47.460086693 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/unarchive-api-attempt.log	221	2	2026-06-11 14:08:09.505034767 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-lib-unarchive/validation-after-unarchive.log	13116	283	2026-06-11 14:10:27.796453468 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/ai-runtime-cargo-test.log	4814	87	2026-06-11 18:53:38.248092396 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/ai-runtime-inventory.md	6950	157	2026-06-11 18:53:37.134075618 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/consumer-reference-search.md	44542	246	2026-06-11 18:53:06.919622001 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-cargo-clippy.log	12711	347	2026-06-11 18:52:56.640468334 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-cargo-fmt-check.log	0	0	2026-06-11 18:52:49.643363925 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-cargo-test.log	2252	49	2026-06-11 18:52:49.636363821 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-crate-inventory.md	179398	2205	2026-06-11 18:50:13.727176840 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-help-smoke.log	2178	50	2026-06-11 18:53:18.712798718 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/dracon-ai-source.md	8359	262	2026-06-11 18:52:47.854337256 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-cargo-fmt-check.log	0	0	2026-06-11 19:15:15.637559265 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-cargo-test.log	55692	1000	2026-06-11 19:16:40.893003167 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-dracon-libs-cargo-fmt-check.log	0	0	2026-06-11 19:16:40.922003658 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-dracon-libs-cargo-test.log	10944	84	2026-06-11 19:12:37.970876647 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-dracon-memory-runtime-blocker.log	4620	10	2026-06-11 19:14:49.413114260 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-evidence.md	5078	84	2026-06-11 19:11:38.757864131 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/final-focused-dracon-libs-cargo-test.log	5304	106	2026-06-11 19:16:42.194025171 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/initial-inventory.md	819605	4267	2026-06-11 18:50:02.781927437 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/post-scrap-cargo-fmt-check.log	0	0	2026-06-11 19:10:30.480692525 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/post-scrap-cargo-test.log	55510	998	2026-06-11 19:11:19.423532830 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/evidence/pre-removal-dracon-ai-cli-snapshot.md	333165	3457	2026-06-11 19:06:28.503495011 +0100
docs/audit/2026-06-11-full-repo-audit/dracon-ai-use-or-scrap/REPORT.md	6212	106	2026-06-11 19:15:08.110431580 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/deps.tsv	164	7	2026-06-11 07:23:21.939728167 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-code.cargo-deny.log	2594	54	2026-06-11 07:23:20.695706940 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-code.cargo-tree-d.log	3161	77	2026-06-11 07:23:20.191698340 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-libs.cargo-deny.log	205111	3802	2026-06-11 07:23:20.008695218 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-libs.cargo-tree-d.log	34442	867	2026-06-11 07:23:19.136680338 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-platform.cargo-tree-d.log	22621	575	2026-06-11 07:23:18.833675168 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-utilities.cargo-deny.log	48	1	2026-06-11 07:23:18.691672745 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/dracon-utilities.cargo-tree-d.log	20280	458	2026-06-11 07:23:18.139663327 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/video-uploader.cargo-deny.log	12866	258	2026-06-11 07:23:21.929727996 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/video-uploader.cargo-tree-d.log	2132	50	2026-06-11 07:23:21.457719942 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/youtube-video-uploader.cargo-deny.log	12938	258	2026-06-11 07:23:21.319717588 +0100
docs/audit/2026-06-11-full-repo-audit/final/deps/youtube-video-uploader.cargo-tree-d.log	2196	50	2026-06-11 07:23:20.837709363 +0100
docs/audit/2026-06-11-full-repo-audit/final/final-validation.tsv	433	16	2026-06-11 07:22:13.036552616 +0100
docs/audit/2026-06-11-full-repo-audit/final/hygiene.tsv	1046	21	2026-06-11 07:35:32.714208774 +0100
docs/audit/2026-06-11-full-repo-audit/final/inventory.json	12437	472	2026-06-11 07:31:42.394273495 +0100
docs/audit/2026-06-11-full-repo-audit/final/inventory.tsv	1439	21	2026-06-11 07:31:42.414079941 +0100
docs/audit/2026-06-11-full-repo-audit/final/non-rust/Junk-Runner-bevy.web-build.log	10392	184	2026-06-11 07:24:30.644900642 +0100
docs/audit/2026-06-11-full-repo-audit/final/non-rust/Junk-Runner-bevy.web-check.log	14668	354	2026-06-11 07:24:32.783937149 +0100
docs/audit/2026-06-11-full-repo-audit/final/non-rust/non-rust.tsv	259	7	2026-06-11 07:24:33.358946964 +0100
docs/audit/2026-06-11-full-repo-audit/final/non-rust/one-mil-girls.bun-check.log	201	5	2026-06-11 07:24:29.135874887 +0100
docs/audit/2026-06-11-full-repo-audit/final/non-rust/one-mil-girls.bun-test.log	5200	58	2026-06-11 07:24:26.462829265 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/ai-auto-repo-rot-scanner-todo-agent.git.txt	1266	19	2026-06-11 07:34:41.876340065 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/ai-auto-writer.git.txt	1203	20	2026-06-11 07:34:41.849339604 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/avid.git.txt	1434	20	2026-06-11 07:34:41.911340663 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/browser-extensions-shared.git.txt	4359	19	2026-06-11 07:34:41.750337912 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/dracon-ai-lib.git.txt	776	13	2026-06-11 07:34:41.929340971 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/dracon-code.git.txt	12505	29	2026-06-11 07:34:41.817339057 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/DraconDev.git.txt	993	19	2026-06-11 07:34:41.884340202 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/.dracon.git.txt	991	19	2026-06-11 07:34:41.771338271 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/dracon-libs.git.txt	1034	19	2026-06-11 07:34:41.939341141 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/dracon-platform.git.txt	3472	31	2026-06-11 07:34:41.786338527 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/dracon-utilities.git.txt	3030	24	2026-06-11 07:34:41.761338100 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/folder-auto-banner.git.txt	1177	19	2026-06-11 07:34:41.804338835 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/Junk-Runner-bevy.git.txt	1440	22	2026-06-11 07:34:41.830339279 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/kiki-sassy-desktop-announcer.git.txt	1216	19	2026-06-11 07:34:41.947341278 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/one-mil-girls.git.txt	1497	19	2026-06-11 07:34:41.795338681 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/pully-fully-pull-based-fleet-reconciler.git.txt	1292	19	2026-06-11 07:34:41.894340373 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/repos.tsv	695	20	2026-06-11 07:34:41.731424522 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/rust-ai-web-auto.git.txt	1119	19	2026-06-11 07:34:41.866339894 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/video-factory.git.txt	1083	19	2026-06-11 07:34:41.903340527 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/video-uploader.git.txt	1223	19	2026-06-11 07:34:41.857339740 +0100
docs/audit/2026-06-11-full-repo-audit/final/per-repo/youtube-video-uploader.git.txt	1070	19	2026-06-11 07:34:41.920340818 +0100
docs/audit/2026-06-11-full-repo-audit/final/REPORT.md	7666	132	2026-06-11 07:31:33.205116510 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/ai-auto-repo-rot-scanner-todo-agent.risk.tsv	5572	78	2026-06-11 01:49:13.417188553 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/ai-auto-writer.risk.tsv	17413	218	2026-06-11 01:49:13.404188332 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/avid.risk.tsv	2907	63	2026-06-11 01:49:13.431539060 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/browser-extensions-shared.risk.tsv	236805	2805	2026-06-11 01:49:13.361187600 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/dracon-ai-lib.risk.tsv	2192	36	2026-06-11 01:49:13.437188894 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/dracon-code.risk.tsv	1664	36	2026-06-11 01:49:13.370146151 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/DraconDev.risk.tsv	1244	23	2026-06-11 01:49:13.420188605 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/dracon-libs.risk.tsv	210	5	2026-06-11 01:49:13.440890037 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/dracon-platform.risk.tsv	25559	383	2026-06-11 01:49:13.326187004 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/.dracon.risk.tsv	3785	89	2026-06-11 01:49:13.365187668 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/dracon-utilities.risk.tsv	4343	70	2026-06-11 01:49:13.374128340 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/folder-auto-banner.risk.tsv	1954	33	2026-06-11 01:49:13.329567606 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/Junk-Runner-bevy.risk.tsv	13615	245	2026-06-11 01:49:13.379187906 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/kiki-sassy-desktop-announcer.risk.tsv	134	5	2026-06-11 01:49:13.443802507 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/one-mil-girls.risk.tsv	13866	264	2026-06-11 01:49:13.333187123 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/pully-fully-pull-based-fleet-reconciler.risk.tsv	2666	52	2026-06-11 01:49:13.424188673 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/rust-ai-web-auto.risk.tsv	2465	47	2026-06-11 01:49:13.413188485 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/video-factory.risk.tsv	292	7	2026-06-11 01:49:13.428103001 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/video-uploader.risk.tsv	360	10	2026-06-11 01:49:13.409188417 +0100
docs/audit/2026-06-11-full-repo-audit/final/risk-paths/youtube-video-uploader.risk.tsv	360	10	2026-06-11 01:49:13.434188843 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/ai-auto-writer-clippy.log	5812	150	2026-06-11 07:22:26.310734515 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/ai-auto-writer-fmt.log	0	0	2026-06-11 07:22:26.307779009 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/ai-auto-writer-test.log	26867	369	2026-06-11 07:22:26.309640860 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/dracon-platform-clippy.log	219	3	2026-06-11 07:22:26.303725359 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/dracon-platform-fmt.log	0	0	2026-06-11 07:22:26.299778873 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/dracon-platform-test.log	23005	471	2026-06-11 07:22:26.302455131 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/folder-auto-banner-clippy.log	150	2	2026-06-11 07:22:26.307440134 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/folder-auto-banner-fmt.log	0	0	2026-06-11 07:22:26.303778941 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/folder-auto-banner-test.log	6262	139	2026-06-11 07:22:26.305778975 +0100
docs/audit/2026-06-11-full-repo-audit/final-validation.tsv	475	16	2026-06-11 01:38:08.973920454 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/video-uploader-clippy.log	6502	134	2026-06-11 07:22:26.314781688 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/video-uploader-fmt.log	0	0	2026-06-11 07:22:26.310779060 +0100
docs/audit/2026-06-11-full-repo-audit/final/validation/video-uploader-test.log	13648	255	2026-06-11 07:22:26.313079734 +0100
docs/audit/2026-06-11-full-repo-audit/full-audit-cleanups/evidence/baseline-branch-ref-snapshots.md	18225	259	2026-06-11 20:06:08.016479389 +0100
docs/audit/2026-06-11-full-repo-audit/full-audit-cleanups/evidence/baseline-docs-audit-inventory.tsv	42976	317	2026-06-11 20:06:09.572505906 +0100
docs/audit/2026-06-11-full-repo-audit/full-audit-cleanups/evidence/baseline-dracon-sync-repos.json	10090	380	2026-06-11 20:06:07.959478418 +0100
docs/audit/2026-06-11-full-repo-audit/full-audit-cleanups/evidence/baseline-dracon-sync-repos.stderr	0	0	2026-06-11 20:06:07.601472317 +0100
docs/audit/2026-06-11-full-repo-audit/git-auth-prompt/REPORT.md	9230	202	2026-06-11 18:28:16.754686928 +0100
docs/audit/2026-06-11-full-repo-audit/hygiene.tsv	1046	21	2026-06-11 01:26:36.307102842 +0100
docs/audit/2026-06-11-full-repo-audit/inventory.json	12590	472	2026-06-11 01:25:22.484832343 +0100
docs/audit/2026-06-11-full-repo-audit/inventory.tsv	1482	21	2026-06-11 01:25:32.653407054 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/ai-auto-repo-rot-scanner-todo-agent.git.txt	1223	20	2026-06-11 01:25:44.758215719 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/ai-auto-writer.git.txt	1243	20	2026-06-11 01:25:44.479210917 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/avid.git.txt	1434	20	2026-06-11 01:25:44.694214618 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/browser-extensions-shared.git.txt	2478	24	2026-06-11 01:25:44.356208800 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/dracon-ai-lib.git.txt	776	13	2026-06-11 01:25:44.823216838 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/dracon-code.git.txt	12656	29	2026-06-11 01:25:44.622213378 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/DraconDev.git.txt	1287	22	2026-06-11 01:25:44.947218973 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/.dracon.git.txt	979	19	2026-06-11 01:25:44.800216442 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/dracon-libs.git.txt	1034	19	2026-06-11 01:25:44.900218164 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/dracon-platform.git.txt	3881	36	2026-06-11 01:25:44.307207956 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/dracon-utilities.git.txt	2868	35	2026-06-11 01:25:44.652213894 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/folder-auto-banner.git.txt	1178	19	2026-06-11 01:25:44.231206648 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/Junk-Runner-bevy.git.txt	1365	22	2026-06-11 01:25:44.871217664 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/kiki-sassy-desktop-announcer.git.txt	1216	19	2026-06-11 01:25:44.922157965 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/one-mil-girls.git.txt	1932	19	2026-06-11 01:25:44.188205908 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/pully-fully-pull-based-fleet-reconciler.git.txt	1292	19	2026-06-11 01:25:44.202206149 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/repos.tsv	695	20	2026-06-11 01:25:44.168378315 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/rust-ai-web-auto.git.txt	1159	19	2026-06-11 01:25:44.569212466 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/video-factory.git.txt	1083	19	2026-06-11 01:25:44.527211743 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/video-uploader.git.txt	1070	19	2026-06-11 01:25:44.590212827 +0100
docs/audit/2026-06-11-full-repo-audit/per-repo/youtube-video-uploader.git.txt	1070	19	2026-06-11 01:25:44.780216098 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/deps.tsv	199	7	2026-06-11 11:11:54.802766032 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-code.deny.log	2594	54	2026-06-11 11:11:52.986731455 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-code.tree.log	3161	77	2026-06-11 11:11:53.136734312 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-libs.deny.log	205111	3802	2026-06-11 11:11:52.159715702 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-libs.tree.log	34442	867	2026-06-11 11:11:52.414720560 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-platform.deny.log	13	1	2026-06-11 11:11:54.607092831 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-platform.tree.log	22621	575	2026-06-11 11:11:54.786765728 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-utilities.deny.log	48	1	2026-06-11 11:11:51.077695085 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-utilities.tree.log	20280	458	2026-06-11 11:11:51.239698172 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-warden.deny.log	13	1	2026-06-11 11:11:17.876058956 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/dracon-warden.tree.log	104	1	2026-06-11 11:11:17.877547978 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/video-uploader.deny.log	12866	258	2026-06-11 11:11:54.437759084 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/video-uploader.tree.log	2132	50	2026-06-11 11:11:54.591762016 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/youtube-video-uploader.deny.log	12938	258	2026-06-11 11:11:53.761577818 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/deps/youtube-video-uploader.tree.log	2196	50	2026-06-11 11:11:53.932749470 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/hygiene.tsv	1102	21	2026-06-11 11:11:01.573320994 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/inventory.json	12530	472	2026-06-11 11:14:59.456189776 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/inventory.tsv	1459	21	2026-06-11 11:14:59.485338122 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/non-rust/Junk-Runner-bevy-web_bun_run_build.log	10351	184	2026-06-11 10:56:19.456153698 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/non-rust/Junk-Runner-bevy-web_bun_run_check.log	10882	279	2026-06-11 10:56:22.190205278 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/non-rust/non-rust.tsv	170	5	2026-06-11 10:56:22.850217716 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/non-rust/one-mil-girls_bun_run_check.log	201	5	2026-06-11 10:56:17.383114530 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/non-rust/one-mil-girls_bun_test.log	5200	58	2026-06-11 10:56:14.061051656 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/ai-auto-repo-rot-scanner-todo-agent.git.txt	1349	22	2026-06-11 10:55:55.471697276 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/ai-auto-writer.git.txt	1287	23	2026-06-11 10:55:55.422696336 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/avid.git.txt	1517	23	2026-06-11 10:55:55.512698062 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/browser-extensions-shared.git.txt	3363	29	2026-06-11 10:55:55.201692097 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/dracon-ai-lib.git.txt	995	18	2026-06-11 10:55:55.340694763 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/dracon-code.git.txt	12589	32	2026-06-11 10:55:55.394695799 +0100
