path	size_lines	mtime
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/DraconDev.git.txt	1362	25	2026-06-11 10:55:55.484697525 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/.dracon.git.txt	1228	22	2026-06-11 10:55:55.329694552 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/dracon-libs.git.txt	1117	22	2026-06-11 10:55:55.540698600 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/dracon-platform.git.txt	3583	34	2026-06-11 10:55:55.293693861 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/dracon-utilities.git.txt	2641	30	2026-06-11 10:55:55.222692500 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/folder-auto-banner.git.txt	1260	22	2026-06-11 10:55:55.372695377 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/Junk-Runner-bevy.git.txt	1702	25	2026-06-11 10:55:55.312694226 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/kiki-sassy-desktop-announcer.git.txt	1299	22	2026-06-11 10:55:55.559698964 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/one-mil-girls.git.txt	1695	22	2026-06-11 10:55:55.167691445 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/pully-fully-pull-based-fleet-reconciler.git.txt	1946	24	2026-06-11 10:55:55.238692807 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/repos.tsv	695	20	2026-06-11 10:55:55.153196048 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/rust-ai-web-auto.git.txt	1282	23	2026-06-11 10:55:55.254693113 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/video-factory.git.txt	1166	22	2026-06-11 10:55:55.497697775 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/video-uploader.git.txt	1306	22	2026-06-11 10:55:55.438696643 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/per-repo/youtube-video-uploader.git.txt	1153	22	2026-06-11 10:55:55.524698293 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/REPORT.md	9322	136	2026-06-11 11:16:37.310942528 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.clippy.log	165	2	2026-06-11 11:16:30.942829543 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.fmt.log	0	0	2026-06-11 11:16:13.889526271 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.test.log	33505	614	2026-06-11 11:16:27.525768857 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-writer.clippy.log	2130	60	2026-06-11 11:04:55.317388521 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-writer.fmt.log	0	0	2026-06-11 11:04:43.677219529 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/ai-auto-writer.test.log	26867	369	2026-06-11 11:04:46.079254374 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/avid.clippy.log	121	2	2026-06-11 11:04:43.651219152 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/avid.fmt.log	0	0	2026-06-11 11:04:38.561145357 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/avid.test.log	3337	64	2026-06-11 11:04:42.804817994 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-ai-lib.clippy.log	1499	25	2026-06-11 11:08:35.310118677 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-ai-lib.fmt.log	0	0	2026-06-11 11:08:27.797282627 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-ai-lib.test.log	12650	278	2026-06-11 11:08:33.118787191 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-code.clippy.log	1555	17	2026-06-11 11:04:38.538145024 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-code.fmt.log	0	0	2026-06-11 11:04:23.898933146 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-code.test.log	86508	1402	2026-06-11 11:04:34.409085209 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-libs.clippy.log	11873	362	2026-06-11 11:08:41.793709530 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-libs.fmt.log	0	0	2026-06-11 11:08:35.328889216 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-libs.test.log	100002	2747	2026-06-11 11:08:38.135890025 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-platform.clippy.log	669	8	2026-06-11 11:03:42.372335137 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-platform.fmt.log	0	0	2026-06-11 11:03:31.722182518 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-platform.test.log	23005	471	2026-06-11 11:03:39.130288644 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-utilities.clippy.log	419	5	2026-06-11 11:06:32.634489025 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-utilities.fmt.log	0	0	2026-06-11 11:05:31.077909684 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/dracon-utilities.test.log	55223	994	2026-06-11 11:06:29.418765946 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/final-validation.tsv	1728	16	2026-06-11 11:16:30.969645989 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/folder-auto-banner.clippy.log	150	2	2026-06-11 11:03:59.297578319 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/folder-auto-banner.fmt.log	0	0	2026-06-11 11:03:42.413335725 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/folder-auto-banner.test.log	6262	139	2026-06-11 11:03:55.568524674 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/kiki-sassy-desktop-announcer.clippy.log	170	2	2026-06-11 11:04:23.838932278 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/kiki-sassy-desktop-announcer.fmt.log	0	0	2026-06-11 11:04:20.305881226 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/kiki-sassy-desktop-announcer.test.log	13261	246	2026-06-11 11:04:21.402897074 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.clippy.log	887	15	2026-06-11 11:07:18.376489737 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.fmt.log	0	0	2026-06-11 11:06:32.675813956 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.test.log	88531	1504	2026-06-11 11:07:14.224428178 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/rust-ai-web-auto.clippy.log	147	2	2026-06-11 11:05:31.042909172 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/rust-ai-web-auto.fmt.log	0	0	2026-06-11 11:04:57.432419262 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/rust-ai-web-auto.test.log	11050	191	2026-06-11 11:05:22.571785452 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-factory.clippy.log	948	18	2026-06-11 11:04:57.403418840 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-factory.fmt.log	0	0	2026-06-11 11:04:55.344388913 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-factory.test.log	5383	165	2026-06-11 11:04:56.495405641 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-uploader.clippy.log	6226	142	2026-06-11 11:08:27.771677346 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-uploader.fmt.log	0	0	2026-06-11 11:07:52.942003385 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/video-uploader.test.log	13649	255	2026-06-11 11:08:19.344503706 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/youtube-video-uploader.clippy.log	1415	41	2026-06-11 11:07:52.916002998 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/youtube-video-uploader.fmt.log	0	0	2026-06-11 11:07:18.394547968 +0100
docs/audit/2026-06-11-full-repo-audit/post-funding/validation-logs/youtube-video-uploader.test.log	13719	262	2026-06-11 11:07:44.931884170 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/deps.tsv	199	7	2026-06-11 11:56:55.959040344 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-code.deny.log	2812	56	2026-06-11 11:56:54.312013109 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-code.tree.log	3338	79	2026-06-11 11:56:54.439225540 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-libs.deny.log	205111	3802	2026-06-11 11:56:53.334996953 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-libs.tree.log	34442	867	2026-06-11 11:56:53.565000756 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-platform.deny.log	13	1	2026-06-11 11:56:55.786037483 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-platform.tree.log	22621	575	2026-06-11 11:56:55.944040096 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-utilities.deny.log	48	1	2026-06-11 11:56:52.091976398 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/dracon-utilities.tree.log	20280	458	2026-06-11 11:56:52.253979077 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/video-uploader.deny.log	12866	258	2026-06-11 11:56:55.652035267 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/video-uploader.tree.log	2132	50	2026-06-11 11:56:55.774037285 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/youtube-video-uploader.deny.log	12938	258	2026-06-11 11:56:54.998024453 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/deps/youtube-video-uploader.tree.log	2196	50	2026-06-11 11:56:55.119026454 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/hygiene.tsv	1103	21	2026-06-11 12:01:34.125146047 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/inventory.json	12608	472	2026-06-11 12:01:19.917872103 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/inventory.tsv	1517	21	2026-06-11 12:01:19.944645052 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/non-rust/Junk-Runner-bevy-web_bun_run_build.log	10351	184	2026-06-11 11:56:31.909642622 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/non-rust/Junk-Runner-bevy-web_bun_run_check.log	10882	279	2026-06-11 11:56:34.451684666 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/non-rust/non-rust.tsv	170	5	2026-06-11 11:56:35.072694938 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/non-rust/one-mil-girls_bun_run_check.log	201	5	2026-06-11 11:56:29.938610021 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/non-rust/one-mil-girls_bun_test.log	5200	58	2026-06-11 11:56:27.016561688 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/ai-auto-repo-rot-scanner-todo-agent.git.txt	1476	22	2026-06-11 11:50:06.452249426 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/ai-auto-writer.git.txt	1287	23	2026-06-11 11:50:06.550251056 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/avid.git.txt	1517	23	2026-06-11 11:50:06.597251839 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/browser-extensions-shared.git.txt	16241	194	2026-06-11 11:50:06.296246828 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/dracon-ai-lib.git.txt	934	16	2026-06-11 11:50:06.218245530 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/dracon-code.git.txt	12823	32	2026-06-11 11:50:06.415248809 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/DraconDev.git.txt	1410	22	2026-06-11 11:50:06.506250325 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/.dracon.git.txt	1447	24	2026-06-11 11:50:06.490250058 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/dracon-libs.git.txt	1117	22	2026-06-11 11:50:06.629252371 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/dracon-platform.git.txt	3685	34	2026-06-11 11:50:06.365247977 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/dracon-utilities.git.txt	2788	30	2026-06-11 11:50:06.254246129 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/folder-auto-banner.git.txt	1155	22	2026-06-11 11:50:06.322247261 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/Junk-Runner-bevy.git.txt	1460	25	2026-06-11 11:50:06.386248327 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/kiki-sassy-desktop-announcer.git.txt	1299	22	2026-06-11 11:50:06.648252688 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/one-mil-girls.git.txt	2135	23	2026-06-11 11:50:06.232245763 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/pully-fully-pull-based-fleet-reconciler.git.txt	1678	22	2026-06-11 11:50:06.472249758 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/repos.tsv	695	20	2026-06-11 11:50:06.201526566 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/rust-ai-web-auto.git.txt	1197	22	2026-06-11 11:50:06.523250607 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/video-factory.git.txt	1166	22	2026-06-11 11:50:06.581251573 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/video-uploader.git.txt	1306	22	2026-06-11 11:50:06.567251339 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/per-repo/youtube-video-uploader.git.txt	1153	22	2026-06-11 11:50:06.612252089 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/PUBLIC_READINESS.md	4823	79	2026-06-11 12:01:48.482421916 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.clippy.log	72	1	2026-06-11 11:51:45.069889158 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.fmt.log	0	0	2026-06-11 11:51:31.462663107 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-repo-rot-scanner-todo-agent.test.log	33412	613	2026-06-11 11:51:44.674882597 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-writer.clippy.log	2130	60	2026-06-11 11:52:27.618595622 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-writer.fmt.log	0	0	2026-06-11 11:52:12.950352138 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/ai-auto-writer.test.log	26867	369	2026-06-11 11:52:15.468393940 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/avid.clippy.log	72	1	2026-06-11 11:52:12.937351922 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/avid.fmt.log	0	0	2026-06-11 11:52:10.263307527 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/avid.test.log	3337	64	2026-06-11 11:52:12.714348220 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-ai-lib.clippy.log	973	19	2026-06-11 11:55:58.720093563 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-ai-lib.fmt.log	0	0	2026-06-11 11:55:51.467973561 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-ai-lib.test.log	12650	278	2026-06-11 11:55:57.140067419 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-code.clippy.log	2409	38	2026-06-11 11:52:10.122305186 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-code.fmt.log	12199	275	2026-06-11 11:51:47.049922046 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-code.test.log	91845	1521	2026-06-11 11:52:08.900284897 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-libs.clippy.log	67431	1912	2026-06-11 11:56:02.192151012 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-libs.fmt.log	0	0	2026-06-11 11:55:58.739093877 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-libs.test.log	100002	2747	2026-06-11 11:56:00.917129915 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-platform.clippy.log	743	9	2026-06-11 11:51:12.400871484 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-platform.fmt.log	0	0	2026-06-11 11:50:55.328062522 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-platform.test.log	23165	473	2026-06-11 11:51:10.524315149 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-utilities.clippy.log	72	1	2026-06-11 11:54:11.594319836 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-utilities.fmt.log	0	0	2026-06-11 11:53:11.872329828 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/dracon-utilities.test.log	55456	997	2026-06-11 11:54:11.170312810 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/final-validation.tsv	1730	16	2026-06-11 11:56:03.239168335 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/folder-auto-banner.clippy.log	150	2	2026-06-11 11:51:31.434662642 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/folder-auto-banner.fmt.log	0	0	2026-06-11 11:51:12.432346864 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/folder-auto-banner.test.log	6262	139	2026-06-11 11:51:23.104524228 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/kiki-sassy-desktop-announcer.clippy.log	72	1	2026-06-11 11:51:46.492912794 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/kiki-sassy-desktop-announcer.fmt.log	0	0	2026-06-11 11:51:45.095889590 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/kiki-sassy-desktop-announcer.test.log	13261	246	2026-06-11 11:51:46.126906715 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.clippy.log	72	1	2026-06-11 11:55:07.085238933 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.fmt.log	0	0	2026-06-11 11:54:11.620320267 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/pully-fully-pull-based-fleet-reconciler.test.log	88531	1504	2026-06-11 11:55:06.841234893 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/rust-ai-web-auto.clippy.log	72	1	2026-06-11 11:53:11.854329530 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/rust-ai-web-auto.fmt.log	0	0	2026-06-11 11:52:31.764664433 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/rust-ai-web-auto.test.log	11050	191	2026-06-11 11:53:11.535324239 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-factory.clippy.log	948	18	2026-06-11 11:52:31.731663885 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-factory.fmt.log	0	0	2026-06-11 11:52:27.727597431 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-factory.test.log	5383	165	2026-06-11 11:52:30.217638758 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-uploader.clippy.log	5480	118	2026-06-11 11:55:51.440973115 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-uploader.fmt.log	0	0	2026-06-11 11:55:28.904600143 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/video-uploader.test.log	13649	255	2026-06-11 11:55:50.008949423 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/youtube-video-uploader.clippy.log	669	17	2026-06-11 11:55:28.882599779 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/youtube-video-uploader.fmt.log	0	0	2026-06-11 11:55:07.099239165 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/validation-logs/youtube-video-uploader.test.log	13718	262	2026-06-11 11:55:27.678579850 +0100
docs/audit/2026-06-11-full-repo-audit/public-readiness-funding/workspace-validation.log	56898	1032	2026-06-11 11:59:05.839219811 +0100
docs/audit/2026-06-11-full-repo-audit/release-readiness/inventory-current.json	11282	425	2026-06-11 16:19:05.200477998 +0100
docs/audit/2026-06-11-full-repo-audit/release-readiness/inventory-current.tsv	238	3	2026-06-11 16:09:57.626670939 +0100
docs/audit/2026-06-11-full-repo-audit/release-readiness/REPORT.md	7687	196	2026-06-11 16:23:55.437453132 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-clippy.log	153	2	2026-06-11 15:01:44.076265841 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-diff-after-warden.txt	174	3	2026-06-11 14:27:08.824440265 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-diff-before-warden.txt	174	3	2026-06-11 14:27:08.764304010 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-hooks-warden.txt	2653	45	2026-06-11 14:27:30.948810823 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-incident-lines.jsonl	1054014	4040	2026-06-11 14:56:17.842720682 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-status-after-warden.txt	646	5	2026-06-11 14:27:08.819765473 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-status-before-warden.txt	646	5	2026-06-11 14:27:08.758439159 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-untracked-after-warden.txt	129	2	2026-06-11 14:27:08.829440349 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-untracked-before-warden.txt	129	2	2026-06-11 14:27:08.770021515 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-platform-warden-once.log	173	3	2026-06-11 14:27:08.794439763 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/dracon-sync-alerts.jsonl	119	1	2026-06-11 14:55:26.765269849 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/install-binaries-upgrade.log	1002	21	2026-06-11 14:43:02.937228471 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-after-remediation.json	11242	425	2026-06-11 14:48:16.320212207 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-after-remediation.tsv	337	4	2026-06-11 14:48:16.338916535 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-after-rust-clean.json	11363	426	2026-06-11 14:22:34.542836556 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-after-rust-clean.tsv	435	5	2026-06-11 14:22:34.561549192 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-before.json	11368	427	2026-06-11 14:19:30.189728221 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-before.tsv	717	8	2026-06-11 14:19:30.207316489 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-final.json	11315	425	2026-06-11 15:52:59.533507294 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-final.tsv	303	4	2026-06-11 14:55:01.905939725 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/inventory-post-tests.json	11356	426	2026-06-11 14:59:03.761377660 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/one-mil-girls-gitlab-protected-branch.json	534	0	2026-06-11 15:31:35.090438674 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/one-mil-girls-gitlab-push.log	275	5	2026-06-11 15:27:29.140172030 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/per-repo-before.dracon-platform.txt	6632	57	2026-06-11 14:19:31.471749889 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/per-repo-before.rust-ai-web-auto.txt	3794	43	2026-06-11 14:19:30.678736486 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/REPORT.md	11530	302	2026-06-11 15:32:28.880302179 +0100
docs/audit/2026-06-11-full-repo-audit/remaining-concerns-notification/warden-setup-hooks-global.log	351	7	2026-06-11 14:29:05.858399427 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/ai-auto-repo-rot-scanner-todo-agent.risk.tsv	5572	78	2026-06-11 01:26:44.142590554 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/ai-auto-writer.risk.tsv	17413	218	2026-06-11 01:26:44.112237145 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/avid.risk.tsv	2907	63	2026-06-11 01:26:44.138237593 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/browser-extensions-shared.risk.tsv	52443	846	2026-06-11 01:26:44.083236646 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/dracon-ai-lib.risk.tsv	2192	36	2026-06-11 01:26:44.154035889 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/dracon-code.risk.tsv	1664	36	2026-06-11 01:26:44.129093205 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/DraconDev.risk.tsv	1244	23	2026-06-11 01:26:44.170707884 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/dracon-libs.risk.tsv	210	5	2026-06-11 01:26:44.164001930 +0100
docs/audit/2026-06-11-full-repo-audit/risk-paths/dracon-platform.risk.tsv	25362	380	2026-06-11 01:26:44.060236251 +0100
